Gene_Family	Sub_Family	Genomic_Locus_Tag
Acyl Lipid Metabolism Family	Diacylglycerol Kinase 	At2g46090
Acyl Lipid Metabolism Family	Diacylglycerol Kinase 	At4g30340
Acyl Lipid Metabolism Family	Diacylglycerol Pyrophosphate Phosphatase	At3g18220
Acyl Lipid Metabolism Family	Dienoyl-CoA Reductase 	At3g12800
Acyl Lipid Metabolism Family	Digalactosyldiacylglycerol Synthase	At3g11670
Acyl Lipid Metabolism Family	Digalactosyldiacylglycerol Synthase	At4g00550
Acyl Lipid Metabolism Family	Dihydrolipoamide Transacylase, branched chain alpha-ketoacid dehydrogenase complex	At3g06850
Acyl Lipid Metabolism Family	ELO-like Elongase	At3g06460
Acyl Lipid Metabolism Family	ELO-like Elongase	At3g06470
Acyl Lipid Metabolism Family	ELO-like Elongase	At4g36830
Acyl Lipid Metabolism Family	ELO-like Elongase	At1g75000
Acyl Lipid Metabolism Family	Enoyl-CoA Reductase	At3g55360
Acyl Lipid Metabolism Family	Epoxide Hydrolase	At2g26740
Acyl Lipid Metabolism Family	Epoxide Hydrolase	At2g26750
Acyl Lipid Metabolism Family	Epoxide Hydrolase	At3g05600
Acyl Lipid Metabolism Family	Epoxide Hydrolase	At3g51000
Acyl Lipid Metabolism Family	Epoxide Hydrolase	At4g02340
Acyl Lipid Metabolism Family	Epoxide Hydrolase	At4g15960
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At1g51260
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At3g57650
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At1g01610
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At2g27090
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At3g11430
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At4g00400
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At1g75020b
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At1g78690
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At1g80950
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At2g38110
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At3g05510
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At3g18850 
Acyl Lipid Metabolism Family	ER 2-Lysophosphatidate Acyltransferase (LPAAT)	At5g06090
Acyl Lipid Metabolism Family	ER CDP-Diacylglycerol Synthetase	At1g62430
Acyl Lipid Metabolism Family	ER CDP-Diacylglycerol Synthetase	At4g22340
Acyl Lipid Metabolism Family	ER Dihydroxyacetone-Phosphate Reductase 	At2g40690
Acyl Lipid Metabolism Family	ER Dihydroxyacetone-Phosphate Reductase 	At2g41540
Acyl Lipid Metabolism Family	ER Dihydroxyacetone-Phosphate Reductase 	At3g07690
Acyl Lipid Metabolism Family	ER Dihydroxyacetone-Phosphate Reductase 	At3g10370
Acyl Lipid Metabolism Family	ER Linoleate Desaturase	At2g29980
Acyl Lipid Metabolism Family	ER Oleate Desaturase	At3g12120
Acyl Lipid Metabolism Family	ER Phosphatidate Phosphatase	At1g15080
Acyl Lipid Metabolism Family	ER Phosphatidylglycerophosphate Synthase	At3g55030
Acyl Lipid Metabolism Family	Ethanolamine Kinase	At2g26830
Acyl Lipid Metabolism Family	Fatty Acid Alcohol Oxidase	At1g03990
Acyl Lipid Metabolism Family	Fatty Acid Alcohol Oxidase	At3g23410
Acyl Lipid Metabolism Family	Fatty Acid Alcohol Oxidase	At4g19380
Acyl Lipid Metabolism Family	Fatty Acid Alcohol Oxidase	At4g28570
Acyl Lipid Metabolism Family	Fatty Acid Amide Hydrolase 	At1g08980
Acyl Lipid Metabolism Family	Fatty Acid Amide Hydrolase 	At5g07360
Acyl Lipid Metabolism Family	Fatty Acid Amide Hydrolase 	At5g64440
Acyl Lipid Metabolism Family	Fatty Acid Multifunctional Protein	At4g29010
Acyl Lipid Metabolism Family	Fatty Acid Multifunctional Protein	At3g06860
Acyl Lipid Metabolism Family	Fatty Acid omega Hydroxylase	At5g58860
Acyl Lipid Metabolism Family	Fatty Acid omega Hydroxylase	At1g01280
Acyl Lipid Metabolism Family	Fatty Acid omega Hydroxylase	At5g09970 
Acyl Lipid Metabolism Family	Fatty Acid omega Hydroxylase	At1g01600
Acyl Lipid Metabolism Family	Fatty Acid omega Hydroxylase	At1g63710
Acyl Lipid Metabolism Family	Fatty Acid omega Hydroxylase	At2g45970
Acyl Lipid Metabolism Family	Fatty Acid omega Hydroxylase	At4g00360 
Acyl Lipid Metabolism Family	Fatty Acid omega Hydroxylase	At5g63450
Acyl Lipid Metabolism Family	Glycerophosphoryl Diester Phosphodiesterase	At5g08030
Acyl Lipid Metabolism Family	Glycerophosphoryl Diester Phosphodiesterase	At1g74210
Acyl Lipid Metabolism Family	GPI-specific Phospholipase C	At4g34920
Acyl Lipid Metabolism Family	GPI-specific Phospholipase C	At4g34930
Acyl Lipid Metabolism Family	GPI-specific Phospholipase C	At4g38690
Acyl Lipid Metabolism Family	Hydroperoxide Lyase	At4g15440
Acyl Lipid Metabolism Family	Hydroxyacyl-CoA Dehydrogenase 	At3g15290
Acyl Lipid Metabolism Family	Hydroxyisobutyryl-CoA Hydrolase 	At5g65940
Acyl Lipid Metabolism Family	Hydroxyisobutyryl-CoA Hydrolase 	At2g30650
Acyl Lipid Metabolism Family	Hydroxyisobutyryl-CoA Hydrolase 	At2g30660
Acyl Lipid Metabolism Family	Isovaleryl-CoA Dehydrogenase	At3g45300
Acyl Lipid Metabolism Family	Ketoacyl-ACP Synthase I	At5g46290
Acyl Lipid Metabolism Family	Ketoacyl-ACP Synthase II	At1g74960
Acyl Lipid Metabolism Family	Ketoacyl-ACP Synthase III	At1g62640
Acyl Lipid Metabolism Family	Ketoacyl-CoA Reductase	At1g67730
Acyl Lipid Metabolism Family	Ketoacyl-CoA Reductase	At1g24470
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At1g07720
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At1g71160
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At2g28630
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At3g52160
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At5g04530
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At5g49070
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At2g26250
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At1g04220
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At2g26640
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At5g43760
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At4g34520
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At2g15090
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At4g34250
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At4g34510
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At1g01120
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At2g46720
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At1g68530
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At1g19440
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At1g25450
Acyl Lipid Metabolism Family	Ketoacyl-CoA Synthase	At2g16280
Acyl Lipid Metabolism Family	Ketoacyl-CoA thiolase 	At1g04710
Acyl Lipid Metabolism Family	Ketoacyl-CoA thiolase 	At2g33150
Acyl Lipid Metabolism Family	Ketoacyl-CoA thiolase 	At5g48880
Acyl Lipid Metabolism Family	Ketosphinganine Reductase	At3g06060
Acyl Lipid Metabolism Family	Ketosphinganine Reductase	At5g19200
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At3g49050
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At4g00500
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At5g37710
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At4g10950
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At5g14930
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At1g02660
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At1g56630
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At2g05260
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At2g42450
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At3g07400
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At3g14075
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At3g14360
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At3g61680
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At3g62590
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At4g13550
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At4g16070
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At5g24180
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At5g24210
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At5g24220
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At5g42930
Acyl Lipid Metabolism Family	Lipid Acylhydrolase-like	At5g67050
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At2g15050
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At3g51590
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At5g01870
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At5g59320
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At5g59310
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At3g08770
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At2g18370
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At2g38540
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At2g38530
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At3g51600
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At2g15325
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At4g08530
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 1	At4g33355
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 2	At1g66850
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 2	At1g73780
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 2	At3g18280
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 2	At3g57310
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 2	At5g38160
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 2	At5g38170
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 2	At5g38180
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 2	At1g48750
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At1g32280
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At3g07450
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At3g52130
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At4g30880
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At4g33550
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At5g07230
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At5g48490
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At5g52160
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At5g55410
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At5g55460
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At5g56480
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At5g48485
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At5g55450
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 3	At5g62080
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 4	At5g05960
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 4	At3g53980
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At4g22640
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At1g27950
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At2g44300
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At1g18280
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At2g44290
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At1g73560
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At5g09370
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At1g36150
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At1g70240
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At1g73550
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At1g73890
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At2g13820
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At3g22580
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At3g43720
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At4g08670
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At4g12360
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At4g22630
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At5g13900
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At1g55260
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At2g27130
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At2g37870
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At2g48130
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At2g48140
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At3g22570
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At3g22600
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At3g22620
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At4g14815
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At5g64080
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 5	At1g62790
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 6	At4g22490
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 6	At4g22520
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 7	At3g58550
Acyl Lipid Metabolism Family	Lipid Transfer Protein type 8	At4g28395
Acyl Lipid Metabolism Family	Long-Chain Acyl-CoA Synthetase (other than plastidial or peroxisomal)	At1g49430
Acyl Lipid Metabolism Family	Long-Chain Acyl-CoA Synthetase (other than plastidial or peroxisomal)	At4g11030
Acyl Lipid Metabolism Family	Long-Chain Acyl-CoA Synthetase (other than plastidial or peroxisomal)	At4g23850
Acyl Lipid Metabolism Family	Long-Chain Acyl-CoA Synthetase (other than plastidial or peroxisomal)	At2g04350
Acyl Lipid Metabolism Family	Long-Chain Acyl-CoA Synthetase (other than plastidial or peroxisomal)	At2g47240
Acyl Lipid Metabolism Family	Long-Chain Acyl-CoA Synthetase (other than plastidial or peroxisomal)	At1g64400
Acyl Lipid Metabolism Family	Lysophospholipase	At5g14980
Acyl Lipid Metabolism Family	Lysophospholipase	At5g19290
Acyl Lipid Metabolism Family	Lysophospholipase	At4g22300
Acyl Lipid Metabolism Family	Lysophospholipase	At5g20060
Acyl Lipid Metabolism Family	Lysophospholipase	At1g64670
Acyl Lipid Metabolism Family	Lysophospholipase	At3g10840
Acyl Lipid Metabolism Family	Lysophospholipase	At5g17780
Acyl Lipid Metabolism Family	Lysophospholipase	At1g52700
Acyl Lipid Metabolism Family	Lysophospholipase	At3g15650
Acyl Lipid Metabolism Family	Malonyl-CoA : ACP Malonyltransferase 	At2g30200
Acyl Lipid Metabolism Family	Malonyl-CoA Decarboxylase	At4g04320
Acyl Lipid Metabolism Family	Methylcrotonyl-CoA Carboxylase, biotinylated subunit	At1g03090
Acyl Lipid Metabolism Family	Methylcrotonyl-CoA Carboxylase, non-biotinylated subunit	At4g34030
Acyl Lipid Metabolism Family	Mitochondrial Acyl Carrier Protein	At2g44620
Acyl Lipid Metabolism Family	Mitochondrial Acyl Carrier Protein	At1g65290
Acyl Lipid Metabolism Family	Mitochondrial Acyl Carrier Protein	At5g47630
Acyl Lipid Metabolism Family	Mitochondrial Diacylglycerol Cholinephosphotransferase	At1g13560
Acyl Lipid Metabolism Family	Mitochondrial Dihydrolipoamide Dehydrogenase, branched chain alpha-ketoacid dehydrogenase complex	At3g17240
Acyl Lipid Metabolism Family	Mitochondrial Dihydrolipoamide Dehydrogenase, branched chain alpha-ketoacid dehydrogenase complex	At1g48030
Acyl Lipid Metabolism Family	Mitochondrial Enoyl-CoA Hydratase 	At4g31810
Acyl Lipid Metabolism Family	Mitochondrial Enoyl-CoA Hydratase 	At3g60510
Acyl Lipid Metabolism Family	Mitochondrial Glycerol-Phosphate Acyltransferase	At1g02390
Acyl Lipid Metabolism Family	Mitochondrial Glycerol-Phosphate Acyltransferase	At1g06520
Acyl Lipid Metabolism Family	Mitochondrial Glycerol-Phosphate Acyltransferase	At4g01950
Acyl Lipid Metabolism Family	Mitochondrial Ketoacyl-ACP Reductase	At1g63380
Acyl Lipid Metabolism Family	Mitochondrial Ketoacyl-ACP Synthase	At2g04540
Acyl Lipid Metabolism Family	Mitochondrial Lipoate Synthase	At2g20860
Acyl Lipid Metabolism Family	Mitochondrial Lipoyltransferase	At1g47580
Acyl Lipid Metabolism Family	Mitochondrial Lipoyltransferase	At1g04640
Acyl Lipid Metabolism Family	Mitochondrial Phosphatidate Phosphatase	At3g02600
Acyl Lipid Metabolism Family	Mitochondrial Phosphatidylglycerol-Phosphate Synthase	At4g04870
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At1g52760
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At2g39420
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At2g47630
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At3g55180
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At3g55190
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At1g11090
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At1g18360
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At1g73480
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At1g77420
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At2g39400
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At2g39410
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At5g11650
Acyl Lipid Metabolism Family	Monoacylglycerol Lipase 	At5g16120
Acyl Lipid Metabolism Family	Monogalactosyldiacylglycerol Desaturase (palmitate-specific, FAD5)	At3g15850
Acyl Lipid Metabolism Family	Monogalactosyldiacylglycerol Synthase	At4g31780
Acyl Lipid Metabolism Family	Monogalactosyldiacylglycerol Synthase	At5g20410
Acyl Lipid Metabolism Family	Monogalactosyldiacylglycerol Synthase	At2g11810 
Acyl Lipid Metabolism Family	Myotubularin-like Phosphoinositide 3-Phosphatase	At5g04540
Acyl Lipid Metabolism Family	Myotubularin-like Phosphoinositide 3-Phosphatase	At3g10550
Acyl Lipid Metabolism Family	NAD+ Oxidoreductase (involved in FA alpha-oxidation)	At1g54100
Acyl Lipid Metabolism Family	Non specific Phospholipase C	At1g07230
Acyl Lipid Metabolism Family	Non specific Phospholipase C	At2g26870
Acyl Lipid Metabolism Family	Non specific Phospholipase C	At3g03520
Acyl Lipid Metabolism Family	Non specific Phospholipase C	At3g03530
Acyl Lipid Metabolism Family	Non specific Phospholipase C	At3g03540
Acyl Lipid Metabolism Family	Non specific Phospholipase C	At3g48610
Acyl Lipid Metabolism Family	Oil-body Oleosin	At1g48990 
Acyl Lipid Metabolism Family	Oil-body Oleosin	At3g01570 
Acyl Lipid Metabolism Family	Oil-body Oleosin	At3g18570 
Acyl Lipid Metabolism Family	Oil-body Oleosin	At5g40420 
Acyl Lipid Metabolism Family	Oil-body Oleosin	At5g51210 
Acyl Lipid Metabolism Family	Oil-body Oleosin	At2g25890
Acyl Lipid Metabolism Family	Oil-body Oleosin	At3g27660
Acyl Lipid Metabolism Family	Oil-body Oleosin	At4g25140 
Acyl Lipid Metabolism Family	Other Phospholipase D delta	At4g35790
Acyl Lipid Metabolism Family	Other Phospholipase D gamma	At4g11830
Acyl Lipid Metabolism Family	Other Phospholipase D gamma	At4g11840
Acyl Lipid Metabolism Family	Other Phospholipase D gamma	At4g11850
Acyl Lipid Metabolism Family	Other Phospholipase D zeta	At3g05630
Acyl Lipid Metabolism Family	Other Phospholipase D zeta	At3g16785
Acyl Lipid Metabolism Family	Oxo-Phytodienoic Acid Reductase (OPR) 	At1g76680
Acyl Lipid Metabolism Family	Oxo-Phytodienoic Acid Reductase (OPR) 	At1g76690
Acyl Lipid Metabolism Family	Oxo-Phytodienoic Acid Reductase (OPR) 	At2g06050
Acyl Lipid Metabolism Family	Oxo-Phytodienoic Acid Reductase (OPR) 	At1g09400
Acyl Lipid Metabolism Family	Oxo-Phytodienoic Acid Reductase (OPR) 	At1g17990
Acyl Lipid Metabolism Family	Patatin-like Acyl-Hydrolase	At2g39220
Acyl Lipid Metabolism Family	Patatin-like Acyl-Hydrolase	At2g26560
Acyl Lipid Metabolism Family	Patatin-like Acyl-Hydrolase	At4g37050
Acyl Lipid Metabolism Family	Patatin-like Acyl-Hydrolase	At4g37060
Acyl Lipid Metabolism Family	Patatin-like Acyl-Hydrolase	At4g37070
Acyl Lipid Metabolism Family	Patatin-like Acyl-Hydrolase	At5g43590
Acyl Lipid Metabolism Family	Patatin-like Acyl-Hydrolase	At1g33270
